,Customer ID,Gender,Age,Married,Number of Dependents,Tenure in Months,Phone Service,Internet Service,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Revenue,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer Status,Churn Category
3351,4779-ZGICK,Male,39,Yes,Yes,48,Yes,No,No,No,Two Year,No,Credit Card,23.55,1742.63,Yes,No,No,No,No,No,No,0,0
3352,4781-ZXYGU,Male,25,Yes,Yes,1,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.15,38.78,No,No,No,No,No,No,No,0,0
3353,4782-OSFXZ,Female,72,Yes,No,71,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,8495.83,Yes,Yes,Yes,Yes,Yes,No,Yes,0,0
3354,4785-FCIFB,Female,20,Yes,No,61,Yes,No,No,No,Two Year,No,Mailed Check,24.4,2643.39,Yes,No,No,No,No,No,No,0,0
3355,4785-NKHCX,Male,65,No,No,5,Yes,No,No,No,One Year,No,Bank Withdrawal,20.05,244.85,No,No,No,No,No,No,No,0,0
3356,4785-QRJHC,Male,80,Yes,No,46,No,Yes,No,No,One Year,Yes,Bank Withdrawal,59.9,2966.65,No,No,Yes,Yes,Yes,Yes,Yes,1,1
3357,4786-UKSNZ,Male,45,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,20.2,31.45,No,No,No,No,No,No,No,1,1
3358,4789-KWMXN,Male,42,Yes,No,47,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.85,6164.81,Yes,Yes,No,Yes,Yes,Yes,Yes,1,4
3359,4791-QRGMF,Male,33,Yes,No,59,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,6595.94,Yes,No,No,Yes,No,Yes,Yes,1,1
3360,4795-KTRTH,Female,68,Yes,No,5,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,577.41,Yes,No,Yes,No,No,No,No,1,1
3361,4795-UXVCJ,Male,63,No,No,26,Yes,No,No,No,One Year,No,Credit Card,19.8,1645.5,No,No,No,No,No,No,No,0,0
3362,4795-WRNVT,Female,32,No,No,40,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,65.1,3048.4,No,Yes,Yes,No,No,Yes,No,0,0
3363,4797-AXPXK,Female,64,No,Yes,1,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,60.0,113.48,No,Yes,Yes,No,Yes,No,No,1,3
3364,4797-MIWUM,Male,22,Yes,Yes,7,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.25,523.51,No,No,No,No,No,No,No,0,0
3365,4800-CZMPC,Female,24,Yes,No,48,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.25,5342.83,Yes,Yes,Yes,No,No,Yes,Yes,1,3
3366,4800-VHZKI,Female,59,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.9,56.53,No,No,No,No,No,No,No,1,1
3367,4801-JZAZL,Female,32,Yes,Yes,11,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,319.21,No,Yes,No,No,No,No,No,0,0
3368,4801-KFYKL,Male,28,No,Yes,8,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,174.8,No,No,No,No,No,No,No,0,0
3369,4803-AXVYP,Female,75,No,No,38,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,5535.07,Yes,No,No,No,Yes,Yes,Yes,1,2
3370,4803-LBYPN,Male,44,Yes,Yes,34,Yes,No,No,No,Month-to-Month,No,Credit Card,20.8,2104.19,No,No,No,No,No,No,No,0,0
3371,4804-NCPET,Male,32,Yes,Yes,19,Yes,No,No,No,Two Year,No,Credit Card,20.2,989.7,No,No,No,No,No,No,No,0,0
3372,4806-DXQCE,Female,77,Yes,No,70,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,10167.59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
3373,4806-HIPDW,Female,64,Yes,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,90.6,No,No,No,No,No,No,No,1,2
3374,4806-KEXQR,Male,27,No,No,4,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,496.54,No,No,No,No,No,No,Yes,1,1
3375,4807-IZYOZ,Female,25,No,No,51,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.65,1982.16,No,No,No,No,No,No,No,0,0
3376,4808-YNLEU,Female,51,Yes,No,35,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,62.15,3074.0,No,Yes,No,No,No,Yes,No,0,0
3377,4811-JBUVU,Male,62,No,No,30,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,3682.25,Yes,No,No,No,Yes,No,Yes,0,0
3378,4813-HQMGZ,Female,54,Yes,No,8,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.25,822.79,Yes,No,No,No,Yes,No,Yes,0,0
3379,4815-GBTCD,Female,55,Yes,No,4,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,No,No,No,No,No,No,No,0,0
3380,4815-TUMEQ,Female,25,No,No,10,Yes,No,No,No,One Year,Yes,Credit Card,19.3,639.4,No,No,No,No,No,No,No,0,0
3381,4815-YOSUK,Male,22,Yes,Yes,72,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.9,10502.46,Yes,Yes,Yes,Yes,Yes,No,Yes,0,0
3382,4816-JBHOV,Male,72,No,No,2,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,176.56,No,No,No,No,No,No,No,1,1
3383,4816-LXZYW,Female,51,No,No,23,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-7.0,2446.07,Yes,No,Yes,No,No,No,No,1,1
3384,4816-OKWNX,Male,38,Yes,Yes,50,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4,7046.9,No,No,Yes,Yes,Yes,Yes,Yes,0,0
3385,4817-KEQSP,Female,43,Yes,Yes,71,Yes,No,No,No,Two Year,No,Bank Withdrawal,19.85,2521.99,No,No,No,No,No,No,No,0,0
3386,4817-QRJSX,Female,46,No,No,10,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,81.0,1313.05,Yes,No,Yes,No,No,No,No,1,3
3387,4817-VYYWS,Female,21,No,No,30,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,3335.7,Yes,No,Yes,No,No,Yes,Yes,1,2
3388,4818-DRBQT,Male,29,Yes,No,29,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,3020.12,Yes,No,Yes,No,No,No,No,1,3
3389,4818-QIUFN,Female,69,No,No,20,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1757.3,Yes,Yes,No,No,No,No,No,1,3
3390,4819-HJPIW,Male,32,No,No,18,No,Yes,No,Yes,Month-to-Month,No,Credit Card,25.15,476.8,No,No,No,No,No,No,No,0,0
3391,4821-SJHJV,Female,25,Yes,Yes,32,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,4453.48,Yes,Yes,No,No,No,Yes,No,0,0
3392,4821-WQOYN,Female,25,Yes,Yes,72,Yes,No,No,No,Two Year,Yes,Credit Card,20.1,2913.85,No,No,No,No,No,No,No,0,0
3393,4822-LPTYJ,Male,38,Yes,No,72,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,8664.2,Yes,No,Yes,Yes,No,Yes,Yes,0,0
3394,4822-NGOCH,Female,60,No,No,13,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1343.04,Yes,No,Yes,Yes,No,No,No,1,4
3395,4822-RVYBB,Male,75,No,No,8,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,1143.0,Yes,No,No,Yes,No,Yes,Yes,1,3
3396,4822-YCXMX,Male,64,No,No,25,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2251.2,Yes,No,No,No,No,No,Yes,1,4
3397,4824-GUCBY,Female,77,No,No,22,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,81.7,2306.48,No,Yes,Yes,No,No,No,No,0,0
3398,4825-FUREZ,Male,49,Yes,No,42,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.25,2757.0,No,No,No,No,No,No,No,0,0
3399,4825-XJGDM,Female,59,No,No,61,No,Yes,No,Yes,One Year,No,Credit Card,43.7,2696.55,No,Yes,Yes,Yes,Yes,No,No,0,0
3400,4826-DXMUP,Male,23,No,Yes,35,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,72.1,2849.0,No,No,No,No,Yes,Yes,Yes,0,0
3401,4826-TZEVA,Female,50,No,No,40,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,74.8,3714.5,No,No,Yes,No,No,No,No,0,0
3402,4826-XTSOH,Male,66,Yes,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,124.83,Yes,No,No,No,No,Yes,No,1,1
3403,4827-DPADN,Female,28,Yes,Yes,72,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,7885.26,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
3404,4827-LTQRJ,Female,70,Yes,Yes,66,Yes,Yes,No,Yes,One Year,Yes,Credit Card,110.6,10139.93,Yes,Yes,Yes,No,Yes,Yes,Yes,0,0
3405,4827-USJHP,Male,45,No,No,20,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1102.65,No,No,Yes,No,No,No,No,0,0
3406,4828-FAZPK,Female,30,Yes,Yes,16,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,79.95,2065.55,Yes,No,Yes,No,No,No,No,0,0
3407,4829-AUOAX,Female,57,No,No,46,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4763.78,Yes,No,No,No,No,Yes,Yes,1,4
3408,4829-ZLJTK,Female,80,Yes,No,72,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,9143.41,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
3409,4830-FAXFM,Male,62,No,Yes,19,Yes,No,No,No,Month-to-Month,Yes,Credit Card,24.1,714.32,Yes,No,No,No,No,No,No,0,0
3410,4831-EOBFE,Male,43,Yes,No,29,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.65,3823.36,No,Yes,No,No,No,Yes,Yes,1,5
3411,4832-VRBMR,Male,65,Yes,No,65,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7874.7,Yes,No,Yes,Yes,No,Yes,Yes,0,0
3412,4833-QTJNO,Male,66,Yes,No,67,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,8597.1,Yes,Yes,Yes,No,No,No,No,0,0
3413,4835-YSJMR,Male,59,No,No,39,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,2124.42,No,No,No,No,Yes,No,No,0,0
3414,4836-WNFNO,Female,56,Yes,No,72,Yes,No,No,No,Two Year,No,Credit Card,-7.0,4727.76,Yes,No,No,No,No,No,No,0,0
3415,4837-PZTIC,Female,54,No,No,47,No,Yes,No,Yes,Two Year,No,Credit Card,41.9,1875.25,No,Yes,No,Yes,Yes,No,No,0,0
3416,4837-QUSFT,Female,35,Yes,No,65,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,9023.8,Yes,Yes,Yes,No,Yes,Yes,No,0,0
3417,4840-ORQXB,Female,67,No,No,56,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.75,7352.67,Yes,No,Yes,Yes,No,Yes,Yes,0,0
3418,4844-JJWUY,Female,65,No,No,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,114.82,No,No,Yes,No,No,No,Yes,1,1
3419,4846-WHAFZ,Female,80,Yes,Yes,37,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,3102.36,Yes,No,No,No,No,No,No,1,4
3420,4847-QNOKA,Female,30,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.9,86.68,No,No,No,No,No,No,No,1,2
3421,4847-TAJYI,Female,77,No,No,6,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.35,616.16,No,No,No,No,No,Yes,Yes,0,0
3422,4849-PYRLQ,Female,80,No,No,56,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,6125.84,Yes,Yes,No,Yes,Yes,No,Yes,0,0
3423,4851-BQDNX,Male,56,Yes,Yes,40,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,85.05,3893.9,No,No,No,Yes,No,Yes,No,0,0
3424,4853-OITSN,Male,33,Yes,No,5,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,491.95,Yes,Yes,No,No,No,No,Yes,0,0
3425,4853-RULSV,Male,25,No,No,70,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,8103.45,Yes,Yes,No,No,Yes,Yes,Yes,1,3
3426,4854-CIDCF,Female,74,No,No,3,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.85,336.35,No,No,No,Yes,No,No,No,0,0
3427,4854-SSLTN,Male,49,Yes,Yes,2,Yes,Yes,No,Yes,Two Year,No,Mailed Check,59.5,215.6,No,Yes,Yes,No,Yes,No,No,0,0
3428,4855-SNKMY,Female,31,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.1,48.51,No,No,No,No,No,No,No,1,1
3429,4859-ZSRDZ,Female,58,Yes,No,58,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.5,3166.9,No,No,No,Yes,Yes,Yes,Yes,0,0
3430,4860-IJUDE,Male,34,No,No,13,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,73.75,1347.43,No,Yes,No,No,No,No,No,0,0
3431,4860-YZGZM,Male,27,No,No,10,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,579.3,No,No,No,No,No,No,No,0,0
3432,4868-AADLV,Male,77,Yes,Yes,66,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,116.25,8078.07,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
3433,4869-EPIUS,Male,37,Yes,No,56,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.9,7143.58,No,No,No,No,No,No,Yes,0,0
3434,4871-JTKJF,Female,70,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,100.78,No,No,No,No,No,No,No,1,3
3435,4872-JCVCA,Female,44,Yes,No,71,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,47.6,3377.8,No,Yes,Yes,Yes,Yes,No,No,0,0
3436,4872-VXRIL,Male,22,No,No,56,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,64.65,6371.47,Yes,Yes,Yes,No,Yes,No,No,0,0
3437,4873-ILOLJ,Male,64,No,No,24,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.35,3018.26,No,No,No,No,No,Yes,Yes,1,1
3438,4877-EVATK,Male,30,No,No,1,Yes,No,No,No,Month-to-Month,No,Mailed Check,20.0,66.77,No,No,No,No,No,No,No,1,3
3439,4877-TSOFF,Female,41,Yes,Yes,55,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,5153.05,Yes,Yes,Yes,No,Yes,No,Yes,0,0
3440,4878-BUNFV,Male,59,Yes,Yes,42,Yes,No,No,No,Two Year,No,Mailed Check,20.7,2173.69,No,No,No,No,No,No,No,0,0
3441,4879-GZLFH,Female,33,Yes,Yes,42,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,4620.9,No,No,No,Yes,No,Yes,Yes,0,0
3442,4881-GQJTW,Male,64,No,No,14,Yes,No,No,No,Month-to-Month,No,Credit Card,19.6,419.96,No,No,No,No,No,No,No,0,0
3443,4881-JVQOD,Male,73,Yes,Yes,10,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,34.55,362.6,No,No,No,No,No,No,Yes,0,0
3444,4883-KCPZJ,Female,30,Yes,Yes,22,Yes,No,No,No,Two Year,No,Credit Card,25.25,1126.96,Yes,No,No,No,No,No,No,0,0
3445,4883-QICIH,Male,37,Yes,No,32,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,2519.91,No,No,No,No,No,No,No,1,5
3446,4884-LEVMQ,Male,39,Yes,No,39,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,20.45,2209.21,No,No,No,No,No,No,No,0,0
3447,4884-TVUQF,Female,80,No,No,57,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.3,7882.33,Yes,Yes,No,Yes,Yes,No,Yes,0,0
3448,4884-ZTHVF,Female,80,No,No,8,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,1025.68,No,No,Yes,No,No,Yes,No,0,0
3449,4890-VMUAV,Male,46,No,No,63,Yes,Yes,No,No,One Year,No,Bank Withdrawal,71.5,5783.45,Yes,Yes,Yes,Yes,Yes,No,No,0,0
3450,4891-NLUBA,Female,46,Yes,Yes,61,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,61.45,3751.15,No,No,Yes,Yes,Yes,Yes,Yes,0,0
3451,4892-VLANZ,Male,40,No,No,1,Yes,No,No,No,Month-to-Month,No,Mailed Check,19.8,29.46,No,No,No,No,No,No,No,1,4
3452,4893-GYUJU,Female,29,No,No,50,Yes,No,No,No,One Year,Yes,Mailed Check,19.35,1897.5,No,No,No,No,No,No,No,0,0
3453,4895-TMWIR,Male,79,Yes,No,11,Yes,No,No,No,Month-to-Month,No,Mailed Check,19.95,539.69,No,No,No,No,No,No,No,1,1
3454,4896-CPRPF,Male,38,Yes,Yes,35,Yes,No,No,No,Two Year,No,Bank Withdrawal,-9.0,1287.7,Yes,No,No,No,No,No,No,0,0
3455,4897-QSUYC,Female,42,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,41.74,No,No,No,No,No,No,No,1,3
3456,4900-MSOMT,Female,39,Yes,Yes,72,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,80.2,9250.84,Yes,Yes,Yes,Yes,Yes,Yes,No,0,0
3457,4902-OHLSK,Female,76,No,No,29,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,98.65,3471.17,Yes,No,No,No,Yes,Yes,Yes,1,3
3458,4903-CNOZC,Male,25,No,No,29,Yes,Yes,Yes,Yes,One Year,No,Credit Card,70.9,2800.67,Yes,No,Yes,Yes,No,No,Yes,0,0
3459,4903-UYAVB,Male,53,Yes,No,5,Yes,No,No,No,Month-to-Month,No,Mailed Check,19.35,284.85,No,No,No,No,No,No,No,1,1
3460,4905-JEFDW,Male,39,No,No,11,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,41.6,470.6,No,No,No,Yes,No,Yes,No,1,1
3461,4906-ZHGPK,Male,49,Yes,No,54,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,70.7,6386.3,Yes,No,Yes,No,Yes,Yes,No,0,0
3462,4908-XAXAY,Female,70,No,No,49,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,6625.48,No,No,Yes,Yes,No,No,Yes,0,0
3463,4909-JOUPP,Male,76,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,9895.73,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
3464,4910-AQFFX,Male,30,Yes,No,9,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.35,956.28,Yes,No,No,Yes,No,No,No,1,2
3465,4910-GMJOT,Female,56,No,No,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,95.77,Yes,No,No,No,No,Yes,Yes,1,5
3466,4911-BANWH,Female,44,No,No,31,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,86.55,3732.18,Yes,No,No,No,No,Yes,No,1,3
3467,4912-PIGUY,Female,44,No,No,1,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,84.6,91.94,Yes,No,No,No,No,Yes,No,0,0
3468,4913-EHYUI,Male,80,Yes,No,56,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.55,8527.45,Yes,Yes,No,Yes,No,Yes,Yes,1,1
3469,4915-BFSXL,Male,49,Yes,Yes,70,Yes,Yes,No,Yes,Two Year,No,Credit Card,68.95,6445.6,Yes,Yes,No,Yes,No,Yes,No,0,0
3470,4918-FYJNT,Female,68,Yes,No,55,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,90.45,6283.02,Yes,No,Yes,Yes,Yes,No,No,0,0
3471,4918-QLLIW,Male,23,No,No,3,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,53.4,331.74,No,No,No,No,No,Yes,No,1,5
3472,4919-IKATY,Male,64,Yes,No,5,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,638.15,Yes,Yes,No,Yes,No,No,No,1,1
3473,4919-MOAVT,Male,53,No,No,3,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,338.24,No,No,No,No,No,No,No,1,1
3474,4922-CVPDX,Female,23,Yes,No,26,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,73.5,2845.79,No,No,Yes,Yes,No,Yes,Yes,0,0
3475,4923-ADWXJ,Female,33,No,No,25,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.8,1680.86,No,No,Yes,No,Yes,No,Yes,0,0
3476,4925-LMHOK,Male,29,No,No,15,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,58.6,1161.55,Yes,No,Yes,No,Yes,No,No,1,2
3477,4926-UMJZD,Female,51,Yes,No,31,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,49.2,1635.75,No,No,No,No,Yes,No,No,0,0
3478,4927-WWOOZ,Male,39,Yes,No,2,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,91.45,280.27,Yes,No,No,Yes,No,Yes,No,0,0
3479,4929-BSTRX,Female,61,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,53.55,55.14,No,No,No,No,No,Yes,No,1,4
3480,4929-ROART,Male,47,No,No,18,Yes,Yes,No,No,Month-to-Month,No,Credit Card,56.25,1608.25,Yes,Yes,No,No,No,No,No,0,0
3481,4929-XIHVW,Male,79,Yes,No,2,Yes,Yes,No,No,One Year,Yes,Credit Card,95.5,257.85,No,No,No,Yes,No,Yes,Yes,0,0
3482,4931-TRZWN,Female,54,No,No,13,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.95,1051.96,No,Yes,No,No,No,Yes,Yes,0,0
3483,4933-BSAIP,Female,39,Yes,No,40,Yes,No,No,No,Two Year,No,Credit Card,19.1,1989.3,No,No,No,No,No,No,No,0,0
3484,4933-IKULF,Female,71,No,No,17,Yes,No,No,No,One Year,No,Mailed Check,20.65,741.15,No,No,No,No,No,No,No,0,0
3485,4936-YPJNK,Female,56,No,No,10,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.9,437.85,No,No,No,No,No,No,No,0,0
3486,4937-QPZPO,Male,62,Yes,Yes,61,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,8348.29,Yes,No,No,Yes,No,Yes,Yes,0,0
3487,4939-KYYPY,Male,55,No,No,27,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,2528.03,Yes,No,No,Yes,Yes,No,No,0,0
3488,4940-KHCWD,Female,61,Yes,No,60,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,37.7,2288.7,No,Yes,Yes,No,Yes,No,No,0,0
3489,4942-VZZOM,Male,40,Yes,No,64,Yes,Yes,No,Yes,One Year,Yes,Credit Card,66.15,6789.94,Yes,Yes,No,No,No,Yes,No,0,0
3490,4945-RVMTE,Female,57,No,No,28,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.55,2737.61,No,No,No,Yes,No,Yes,No,0,0
3491,4946-EDSEW,Female,35,Yes,Yes,11,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.25,499.41,No,No,No,No,No,No,No,1,3
3492,4947-DSMXK,Male,28,Yes,Yes,34,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,4863.16,Yes,No,Yes,No,No,Yes,Yes,0,0
3493,4948-WBBKL,Female,80,No,No,36,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,4155.97,Yes,No,No,No,No,No,No,0,0
3494,4950-BDEUX,Male,47,No,No,35,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,No,No,No,Yes,No,Yes,Yes,0,0
3495,4950-HKQTE,Female,47,No,No,22,Yes,No,No,No,Two Year,No,Credit Card,26.25,722.06,Yes,No,No,No,No,No,No,0,0
3496,4951-UKAAQ,Female,30,No,No,4,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.95,588.48,Yes,No,Yes,No,No,No,Yes,1,2
3497,4952-YSOGZ,Female,48,Yes,No,4,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,397.86,Yes,No,No,No,No,No,Yes,1,1
3498,4955-VCWBI,Female,51,Yes,Yes,43,Yes,No,No,No,One Year,No,Credit Card,20.0,2331.55,No,No,No,No,No,No,No,0,0
3499,4957-SREEC,Male,38,Yes,Yes,70,Yes,No,No,No,Two Year,No,Credit Card,-3.0,3647.26,No,No,No,No,No,No,No,0,0
3500,4957-TIALW,Female,26,No,No,15,Yes,Yes,Yes,Yes,One Year,No,Credit Card,65.6,1311.65,No,Yes,Yes,Yes,Yes,No,No,0,0
3501,4957-TREIR,Male,37,No,No,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,64.4,309.8,No,Yes,No,No,Yes,Yes,No,0,0
3502,4958-GZWIY,Male,61,Yes,No,7,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,-4.0,376.16,No,No,No,Yes,No,No,No,1,5
3503,4958-XCBDQ,Male,68,No,No,35,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,4885.45,Yes,No,No,Yes,No,Yes,Yes,1,1
3504,4959-JOSRX,Female,41,Yes,No,2,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,44.6,140.93,No,No,No,No,No,No,No,1,4
3505,4962-CHQPW,Male,54,No,Yes,29,Yes,No,No,No,One Year,No,Mailed Check,19.85,593.05,No,No,No,No,No,No,No,0,0
3506,4967-WPNCF,Male,36,No,No,72,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.7,4464.8,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
3507,4971-PUYQO,Female,48,No,No,27,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.55,3024.03,Yes,No,No,No,No,Yes,Yes,1,1
3508,4973-MGTON,Female,33,Yes,No,71,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6188.69,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
